,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code_x,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form_x,id_x,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,code_y,draw,form_y,id_y,loss,team_name,played,points,position,short_name,strength,team_division,unavailable,win,strength_overall_home,strength_overall_away,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away,pulse_id,id,plural_name,plural_name_short,position_name,singular_name_short,squad_select,squad_min_select,squad_max_select,squad_min_play,squad_max_play,ui_shirt_specific,sub_positions_locked,element_count
453,True,True,,,596777,0,0,0,0,0,2,1.4,,0,Patrick,0.0,441,False,,,45,596777.jpg,1.5,False,Dorgu,6.4,False,,a,14,1,18,0,0,0,0,0.0,4.0,Dorgu,58.0,2025-02-02,2004-10-26,False,p596777,840,0,0,2,12,0,0,0,3,1,0,1,108,106.4,175.3,112.0,39.4,0,0,0,54,10,0.43,1.27,1.70,10.26,302,109,189,47,214,65,260,87,,,,,,,0.05,0.0,0.14,0.19,1.1,1.29,546,143,317,163,303,108,62,23,1.07,0.21,5.79,1,0,,14,0,Man Utd,0,0,0,MUN,3,,False,0,1105,1125,1110,1110,1100,1140,12,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
454,True,True,,,95658,0,0,0,0,0,2,1.4,,0,Harry,0.0,442,False,,,45,95658.jpg,1.8,False,Maguire,0.7,False,,a,14,1,48,0,0,0,0,0.0,10.7,Maguire,241.0,2019-08-05,1993-03-05,False,p95658,1751,1,0,3,27,0,0,0,7,0,0,3,217,411.4,111.5,237.0,76.1,0,0,0,159,19,1.82,0.25,2.07,26.83,153,53,227,69,125,19,179,52,,,,,,,0.09,0.0,0.01,0.1,1.38,1.39,367,68,138,88,267,94,223,76,0.98,0.15,8.17,1,0,,14,0,Man Utd,0,0,0,MUN,3,,False,0,1105,1125,1110,1110,1100,1140,12,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
455,True,True,,,106760,0,0,0,0,0,2,1.4,,0,Luke,0.0,443,False,,,45,106760.jpg,0.7,False,Shaw,0.2,False,,a,14,1,5,0,0,0,0,0.0,1.1,Shaw,241.0,2014-07-01,1995-07-12,False,p106760,346,0,0,0,5,1,0,0,1,0,0,0,38,48.2,68.2,11.0,12.7,0,0,0,14,4,0.03,0.77,0.80,3.81,332,123,263,92,320,121,320,117,3.0,,,,,,0.01,0.0,0.2,0.21,0.99,1.3,372,72,143,92,390,140,373,142,1.04,0.0,3.64,1,0,,14,0,Man Utd,0,0,0,MUN,3,,False,0,1105,1125,1110,1110,1100,1140,12,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
456,True,True,,,550864,0,0,0,0,0,2,1.4,,0,Leny,0.0,444,False,,,45,550864.jpg,1.0,False,Yoro,1.4,False,,a,14,1,22,0,0,0,0,0.0,4.9,Yoro,73.0,2024-07-19,2005-11-13,False,p550864,1160,0,0,1,24,0,0,0,5,0,0,0,90,207.4,55.8,54.0,31.8,0,0,0,93,12,0.70,0.15,0.85,19.35,246,89,272,96,260,93,280,99,,,,,,,0.05,0.0,0.01,0.06,1.5,1.86,515,140,286,160,358,132,160,57,0.93,0.08,7.22,1,0,,14,0,Man Utd,0,0,0,MUN,3,,False,0,1105,1125,1110,1110,1100,1140,12,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
457,True,True,,,577974,0,0,0,0,0,2,0.5,,0,Harry,0.0,445,False,,,40,577974.jpg,0.8,False,Amass,0.2,False,,a,14,1,4,0,0,0,0,0.0,1.0,Amass,241.0,2024-04-06,2007-03-16,False,p577974,345,0,0,0,9,0,0,0,0,0,0,0,1,40.0,26.5,15.0,8.2,0,0,0,18,4,0.07,0.07,0.14,6.30,339,127,313,119,311,116,337,123,,,,,,,0.02,0.0,0.02,0.04,1.64,2.35,669,214,111,68,384,136,368,139,1.04,0.0,4.7,1,0,,14,0,Man Utd,0,0,0,MUN,3,,False,0,1105,1125,1110,1110,1100,1140,12,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
458,True,True,,,547676,0,0,0,0,0,2,0.5,,0,Tyler,0.0,446,False,,,40,547676.jpg,1.0,False,Fredricson,0.1,False,,a,14,1,2,0,0,0,0,0.0,0.5,Fredricson,241.0,2022-09-07,2005-02-23,False,p547676,166,0,0,0,5,0,0,0,0,0,0,0,16,37.4,4.9,2.0,4.4,0,0,0,17,2,0.00,0.02,0.02,2.94,341,128,351,128,339,129,356,129,,,,,,,0.0,0.0,0.01,0.01,1.59,2.71,655,203,97,57,346,126,451,175,1.08,0.0,9.22,1,0,,14,0,Man Utd,0,0,0,MUN,3,,False,0,1105,1125,1110,1110,1100,1140,12,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
485,True,True,,,487838,0,0,0,0,0,2,3.8,,0,Lewis,0.0,473,False,,,55,487838.jpg,3.8,False,Hall,2.4,False,,a,15,4,102,0,0,0,0,0.0,18.5,Hall,241.0,2024-07-01,2004-09-08,False,p487838,2188,0,7,8,31,0,0,0,3,0,0,11,443,561.6,561.2,128.0,125.3,0,0,0,145,24,0.43,3.73,4.16,29.73,102,36,58,8,199,57,96,17,2.0,,,,,,0.02,0.0,0.15,0.17,1.22,1.28,191,27,548,215,60,7,113,39,0.99,0.33,5.96,4,0,,15,0,Newcastle,0,0,0,NEW,4,,False,0,1185,1245,1130,1170,1240,1320,23,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
486,True,True,,,119471,0,0,0,0,0,2,3.8,,0,Fabian,0.0,474,False,,,55,119471.jpg,3.5,False,Schär,2.4,False,,a,15,4,118,0,0,0,0,0.0,21.5,Schär,207.0,2018-07-26,1991-12-20,False,p119471,2935,4,2,11,42,0,0,0,9,1,0,4,440,743.2,111.5,346.0,119.6,0,0,0,239,33,3.94,1.01,4.95,37.26,39,14,228,70,89,7,104,21,,,2.0,,4.0,,0.12,0.0,0.03,0.15,1.14,1.29,122,12,479,200,87,14,112,38,1.01,0.34,7.33,4,0,,15,0,Newcastle,0,0,0,NEW,4,,False,0,1185,1245,1130,1170,1240,1320,23,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
487,True,True,,,220237,0,0,0,0,0,2,3.1,,0,Sven,0.0,475,False,,,50,220237.jpg,2.2,False,Botman,0.5,False,,a,15,4,18,0,0,0,0,0.0,3.6,Botman,152.0,2022-06-28,2000-01-12,False,p220237,412,0,0,2,4,0,0,0,1,0,0,0,95,110.4,28.4,96.0,23.6,0,0,0,46,6,0.59,0.22,0.81,5.07,299,106,310,117,225,74,297,108,,,,,,,0.13,0.0,0.05,0.18,1.11,0.87,270,43,386,178,221,78,261,93,1.31,0.44,10.05,4,0,,15,0,Newcastle,0,0,0,NEW,4,,False,0,1185,1245,1130,1170,1240,1320,23,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
488,True,True,,,78916,0,0,0,0,0,2,3.1,,0,Dan,0.0,476,False,,,50,78916.jpg,3.1,False,Burn,3.4,False,,a,15,4,115,0,0,0,0,0.0,23.0,Burn,241.0,2022-01-31,1992-05-09,False,p78916,3330,1,1,13,45,2,0,0,11,0,0,9,476,736.6,123.6,297.0,115.8,0,0,0,286,37,1.97,1.09,3.06,45.22,41,16,218,64,105,11,111,26,,,,,,,0.05,0.0,0.03,0.08,1.22,1.22,218,33,334,168,123,32,90,29,1.0,0.35,7.73,4,0,,15,0,Newcastle,0,0,0,NEW,4,,False,0,1185,1245,1130,1170,1240,1320,23,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
489,True,True,,,441191,0,0,0,0,0,2,3.1,,0,Tino,0.0,477,False,,,50,441191.jpg,2.8,False,Livramento,4.0,False,,a,15,4,105,0,0,0,0,0.0,21.0,Livramento,241.0,2023-08-08,2002-11-12,False,p441191,2835,0,1,10,40,0,0,0,1,0,0,6,476,567.4,406.2,127.0,110.1,0,0,0,182,32,0.33,2.70,3.03,37.83,99,35,90,18,200,58,118,29,,,,,,,0.01,0.0,0.09,0.1,1.2,1.27,298,52,414,187,158,50,83,28,1.02,0.32,5.78,4,0,,15,0,Newcastle,0,0,0,NEW,4,,False,0,1185,1245,1130,1170,1240,1320,23,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
490,True,True,,,77794,0,0,0,0,0,2,3.1,,0,Kieran,0.0,478,False,,,50,77794.jpg,2.9,False,Trippier,1.7,False,,a,15,4,72,0,0,0,0,0.0,14.4,Trippier,241.0,2022-01-07,1990-09-19,False,p77794,1299,0,3,6,18,0,0,0,1,0,0,8,287,319.4,406.8,33.0,76.1,0,0,0,95,14,0.12,1.44,1.56,17.05,197,71,89,17,281,101,181,54,1.0,,1.0,,,,0.01,0.0,0.1,0.11,1.18,1.25,217,32,333,167,140,39,145,52,0.97,0.42,6.58,4,0,,15,0,Newcastle,0,0,0,NEW,4,,False,0,1185,1245,1130,1170,1240,1320,23,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
492,True,True,,,101148,0,0,0,0,0,2,2.4,,0,Jamaal,0.0,480,False,,,45,101148.jpg,0.0,False,Lascelles,0.1,False,,a,15,4,0,0,0,0,0,0.0,0.0,Lascelles,241.0,2014-08-04,1993-11-11,False,p101148,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,492,202,486,201,463,200,492,202,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,368,69,139,89,495,202,513,194,0.0,0.0,0.0,4,0,,15,0,Newcastle,0,0,0,NEW,4,,False,0,1185,1245,1130,1170,1240,1320,23,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
493,True,True,,,545477,0,0,0,0,0,2,1.5,,0,Alex,0.0,481,False,,,40,545477.jpg,0.0,False,Murphy,0.8,False,,a,15,4,0,0,0,0,0,0.0,0.0,A.Murphy,104.0,2023-07-19,2004-06-25,False,p545477,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,467,184,458,183,432,179,467,184,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,654,202,96,56,470,184,201,69,0.0,0.0,0.0,4,0,,15,0,Newcastle,0,0,0,NEW,4,,False,0,1185,1245,1130,1170,1240,1320,23,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
494,True,True,,,441024,0,0,0,0,0,2,1.5,,0,Harrison,0.0,482,False,,,40,441024.jpg,0.0,False,Ashby,0.2,False,,a,15,4,0,0,0,0,0,0.0,0.0,Ashby,243.0,2023-01-31,2001-11-14,False,p441024,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,428,160,418,158,387,151,428,160,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,607,172,49,26,431,160,423,163,0.0,0.0,0.0,4,0,,15,0,Newcastle,0,0,0,NEW,4,,False,0,1185,1245,1130,1170,1240,1320,23,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
496,True,True,,,169359,0,0,0,0,0,2,1.5,,0,Matt,0.0,484,False,,,40,169359.jpg,1.0,False,Targett,0.6,False,,a,15,4,2,0,0,0,0,0.0,0.5,Targett,241.0,2022-07-01,1995-09-18,False,p169359,20,0,0,0,0,0,0,0,0,0,0,0,7,5.0,5.6,0.0,1.0,0,0,0,1,0,0.00,0.07,0.07,0.26,372,137,349,127,364,135,377,136,,,,,,,0.0,0.0,0.32,0.32,1.17,0.0,582,154,24,8,338,120,246,87,0.0,0.0,4.5,4,0,,15,0,Newcastle,0,0,0,NEW,4,,False,0,1185,1245,1130,1170,1240,1320,23,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
514,True,True,,,465642,0,0,0,0,0,2,3.1,,0,Malick,0.0,684,False,,,50,465642.jpg,0.0,False,Thiaw,0.0,False,,a,15,4,0,0,0,0,0,0.0,0.0,Thiaw,80.0,2025-08-12,2001-08-08,False,p465642,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,626,225,624,224,617,224,626,225,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,307,54,423,189,626,225,664,222,0.0,0.0,0.0,4,0,,15,0,Newcastle,0,0,0,NEW,4,,False,0,1185,1245,1130,1170,1240,1320,23,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
518,True,True,,,227444,0,0,0,0,0,2,3.3,,0,Nikola,0.0,505,False,,,55,227444.jpg,3.9,False,Milenković,9.8,False,,a,16,17,145,0,0,0,0,0.0,26.4,Milenković,190.0,2024-07-18,1997-10-12,False,p227444,3330,5,2,13,45,0,0,0,4,0,0,2,499,805.2,107.9,361.0,127.2,0,0,0,310,37,4.05,0.73,4.78,48.95,28,11,233,74,85,5,94,15,,,,,,,0.11,0.0,0.02,0.13,1.32,1.22,156,19,513,207,50,3,46,16,1.0,0.35,8.38,17,0,,16,0,Nott'm Forest,0,0,0,NFO,3,,False,0,1165,1205,1150,1230,1180,1180,15,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
519,True,True,,,575476,0,0,0,0,0,2,3.3,,0,Murillo,0.0,506,False,,,55,575476.jpg,3.6,False,Costa dos Santos,5.6,False,,a,16,17,130,0,0,0,0,0.0,23.6,Murillo,30.0,2023-08-31,2002-07-04,False,p575476,3188,2,0,12,44,0,0,0,6,0,0,18,541,927.2,211.2,201.0,134.0,0,0,0,376,36,1.47,1.15,2.62,47.42,13,3,166,35,150,26,87,13,,,3.0,,,,0.04,0.0,0.03,0.07,1.34,1.24,210,30,567,218,77,12,69,25,1.02,0.34,10.61,17,0,,16,0,Nott'm Forest,0,0,0,NFO,3,,False,0,1165,1205,1150,1230,1180,1180,15,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
520,True,True,,,159506,0,0,0,0,0,2,2.6,,0,Ola,0.0,507,False,,,50,159506.jpg,3.7,False,Aina,16.7,False,,a,16,17,128,0,0,0,0,0.0,25.6,Aina,157.0,2023-07-22,1996-10-08,False,p159506,2996,2,1,12,39,0,0,0,5,0,0,15,483,578.2,282.3,80.0,94.1,0,0,0,206,35,0.63,2.25,2.88,40.59,97,33,131,26,239,79,140,37,,,,,,,0.02,0.0,0.07,0.09,1.22,1.17,235,34,351,169,66,8,28,11,1.05,0.36,6.19,17,0,,16,0,Nott'm Forest,0,0,0,NFO,3,,False,0,1165,1205,1150,1230,1180,1180,15,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
521,True,True,,,215136,0,0,0,0,0,2,2.6,,0,Neco,0.0,508,False,,,50,215136.jpg,3.1,False,Williams,8.4,False,,a,16,17,109,0,0,0,0,0.0,21.8,N.Williams,244.0,2022-07-11,2001-04-13,False,p215136,2588,1,3,10,31,0,0,0,7,0,0,8,435,628.4,305.3,244.0,118.0,0,0,0,251,28,2.29,1.54,3.83,38.50,73,25,121,23,121,17,109,25,,,,,,,0.08,0.0,0.05,0.13,1.34,1.08,266,41,382,176,124,33,51,18,0.97,0.35,8.73,17,0,,16,0,Nott'm Forest,0,0,0,NFO,3,,False,0,1165,1205,1150,1230,1180,1180,15,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
524,True,True,,,485047,0,0,0,0,0,2,1.9,,0,Felipe,0.0,511,False,,,45,485047.jpg,1.4,False,Rodrigues da Silva,0.1,False,,a,16,17,36,0,0,0,0,0.0,8.0,Morato,30.0,2024-08-30,2001-06-30,False,p485047,891,0,0,3,14,0,0,0,5,0,0,2,125,205.2,10.8,22.0,24.0,0,0,0,112,6,0.18,0.03,0.21,14.21,248,90,341,126,300,111,296,107,,,,,,,0.02,0.0,0.0,0.02,1.44,1.41,460,126,231,146,314,115,503,190,0.61,0.3,11.31,17,0,,16,0,Nott'm Forest,0,0,0,NFO,3,,False,0,1165,1205,1150,1230,1180,1180,15,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
526,True,True,,,549067,0,0,0,0,0,2,1.0,,0,Zach,0.0,513,False,,,40,549067.jpg,0.0,False,Abbott,0.2,False,,a,16,17,0,0,0,0,0,0.0,0.0,Abbott,,,,False,p549067,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,470,187,461,186,435,182,470,187,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,658,206,100,60,473,187,358,134,0.0,0.0,0.0,17,0,,16,0,Nott'm Forest,0,0,0,NFO,3,,False,0,1165,1205,1150,1230,1180,1180,15,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
583,True,True,75.0,,105717,0,0,0,0,0,2,0.4,,0,Arthur,0.0,678,False,Lack of match fitness - 75% chance of playing,2025-08-11T13:51:46.232630Z,40,105717.jpg,0.0,False,Masuaku,0.1,False,,d,17,56,0,0,0,0,0,0.0,0.0,Masuaku,50.0,2025-08-10,1993-11-07,False,p105717,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,399,143,388,141,354,131,399,143,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,571,149,13,3,403,143,490,188,0.0,0.0,0.0,56,0,,17,0,Sunderland,0,0,0,SUN,2,,False,0,1050,1050,1050,1050,1050,1050,29,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
584,True,True,,,201895,0,0,0,0,0,2,0.5,,0,Omar,0.0,683,False,,,40,201895.jpg,0.0,False,Alderete,0.0,False,,a,17,56,0,0,0,0,0,0.0,0.0,Alderete,168.0,2025-08-12,1996-12-26,False,p201895,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,410,147,399,145,366,136,410,147,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,585,156,27,10,413,147,637,218,0.0,0.0,0.0,56,0,,17,0,Sunderland,0,0,0,SUN,2,,False,0,1050,1050,1050,1050,1050,1050,29,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
588,True,True,,,441164,0,0,0,0,0,2,3.8,,0,Pedro,0.0,568,False,,,55,441164.jpg,3.0,False,Porro Sauceda,14.2,False,,a,18,6,98,0,0,0,0,0.0,17.8,Pedro Porro,200.0,2023-07-01,1999-09-13,False,p441164,2606,2,6,6,47,0,0,0,5,0,0,6,456,778.4,932.9,200.0,191.2,0,0,0,192,28,1.63,4.71,6.34,49.37,31,12,10,1,152,27,40,2,2.0,,2.0,,,,0.06,0.0,0.16,0.22,1.71,1.62,174,22,531,210,135,37,31,12,0.97,0.21,6.63,6,0,,18,0,Spurs,0,0,0,TOT,3,,False,0,1130,1175,1100,1100,1160,1250,21,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
589,True,True,,,221632,0,0,0,0,0,2,3.1,,0,Cristian,0.0,569,False,,,50,221632.jpg,2.7,False,Romero,2.1,False,,a,18,6,49,0,0,0,0,0.0,9.8,Romero,10.0,2022-08-30,1998-04-27,False,p221632,1416,1,1,3,22,0,0,0,3,0,0,3,245,343.2,113.1,232.0,69.0,0,0,0,111,18,1.52,0.81,2.33,19.31,185,67,226,68,129,20,199,62,,,,,,,0.1,0.0,0.05,0.15,1.23,1.4,271,44,387,179,168,54,124,42,1.14,0.19,7.06,6,0,,18,0,Spurs,0,0,0,TOT,3,,False,0,1130,1175,1100,1100,1160,1250,21,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
590,True,True,,,135720,0,0,0,0,0,2,2.4,,0,Kevin,0.0,570,False,,,45,135720.jpg,1.6,False,Danso,0.1,False,,a,18,6,16,0,0,0,0,0.0,3.6,Danso,14.0,2025-07-01,1998-09-19,False,p135720,842,0,0,1,18,0,0,0,0,0,0,0,104,242.0,34.4,72.0,34.9,0,0,0,97,9,0.40,0.12,0.52,17.19,226,83,299,112,244,82,271,94,,,,,,,0.04,0.0,0.01,0.05,1.84,1.92,380,79,151,99,289,102,477,186,0.96,0.11,10.37,6,0,,18,0,Spurs,0,0,0,TOT,3,,False,0,1130,1175,1100,1100,1160,1250,21,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
592,True,True,0.0,,493125,0,0,0,0,0,2,0.0,,0,Radu,0.0,572,False,Knee injury - Unknown return date,2025-07-21T10:00:05.088977Z,45,493125.jpg,1.5,False,Drăgușin,0.0,False,,i,18,6,24,0,0,0,0,0.0,5.3,Dragusin,177.0,2024-01-11,2002-02-03,False,p493125,1250,0,0,2,29,0,0,0,1,0,0,0,96,256.4,58.1,47.0,36.2,0,0,0,87,14,0.13,0.16,0.29,28.59,220,79,267,93,267,96,268,92,,,,,,,0.01,0.0,0.01,0.02,2.06,2.09,474,131,245,151,301,107,681,228,1.01,0.14,6.26,6,0,,18,0,Spurs,0,0,0,TOT,3,,False,0,1130,1175,1100,1100,1160,1250,21,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
595,True,True,,,491279,0,0,0,0,0,2,2.4,,0,Micky,0.0,575,False,,,45,491279.jpg,2.5,False,van de Ven,22.4,False,,a,18,6,32,0,0,0,0,0.0,7.1,Van de Ven,152.0,2023-08-08,2001-04-19,False,p491279,1014,0,2,2,17,0,0,0,4,0,0,2,139,212.0,39.4,57.0,30.9,0,0,0,66,12,0.54,0.70,1.24,13.28,242,87,292,107,256,89,282,100,,,,,,,0.05,0.0,0.06,0.11,1.18,1.51,471,130,242,150,181,61,13,5,1.07,0.18,5.86,6,0,,18,0,Spurs,0,0,0,TOT,3,,False,0,1130,1175,1100,1100,1160,1250,21,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
596,True,False,0.0,,548308,0,0,0,0,0,2,0.0,,0,Ashley,0.0,576,False,Has joined Stoke City on loan for the rest of the season.,2025-07-25T14:55:41.438809Z,40,548308.jpg,0.0,False,Phillips,0.1,False,,u,18,6,0,0,0,0,0,0.0,0.0,Phillips,241.0,2023-08-05,2005-06-26,False,p548308,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,469,186,460,185,434,181,469,186,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,657,205,99,59,472,186,542,202,0.0,0.0,0.0,6,0,,18,0,Spurs,0,0,0,TOT,3,,False,0,1130,1175,1100,1100,1160,1250,21,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
624,True,True,,,613804,0,0,0,0,0,2,2.4,,0,El Hadji Malick,0.0,603,False,,,45,613804.jpg,0.0,False,Diouf,6.1,False,,a,19,21,0,0,0,0,0,0.0,0.0,Diouf,189.0,2025-07-15,2004-12-28,False,p613804,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,596,222,592,221,577,221,596,222,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,554,145,325,165,597,222,65,24,0.0,0.0,0.0,21,0,,19,0,West Ham,0,0,0,WHU,3,,False,0,1100,1100,1100,1100,1100,1100,25,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
626,True,True,,,214048,0,0,0,0,0,2,2.4,,0,Maximilian,0.0,605,False,,,45,214048.jpg,2.2,False,Kilman,0.4,False,,a,19,21,82,0,0,0,0,0.0,18.2,Kilman,241.0,2024-07-05,1997-05-23,False,p214048,3348,0,1,6,62,0,0,0,5,0,0,5,395,832.6,203.3,149.0,118.8,0,0,0,327,38,1.55,1.19,2.74,59.71,23,7,173,38,184,49,106,22,,,,,,,0.04,0.0,0.03,0.07,1.61,1.67,403,95,174,115,216,76,292,108,1.02,0.16,8.79,21,0,,19,0,West Ham,0,0,0,WHU,3,,False,0,1100,1100,1100,1100,1100,1100,25,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
627,True,True,,,233963,0,0,0,0,0,2,2.4,,0,Konstantinos,0.0,606,False,,,45,233963.jpg,1.4,False,Mavropanos,0.1,False,,a,19,21,45,0,0,0,0,0.0,10.0,Mavropanos,83.0,2023-08-22,1997-12-11,False,p233963,2035,0,0,2,39,0,0,0,4,1,0,4,234,497.0,74.9,160.0,73.2,0,0,0,216,21,1.61,0.39,2.00,37.11,126,44,255,89,176,43,189,58,,,,,,,0.07,0.0,0.02,0.09,1.64,1.72,424,111,195,131,311,112,560,205,0.93,0.09,9.55,21,0,,19,0,West Ham,0,0,0,WHU,3,,False,0,1100,1100,1100,1100,1100,1100,25,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
628,True,True,,,210494,0,0,0,0,0,2,2.4,,0,Nayef,0.0,607,False,,,45,210494.jpg,0.0,False,Aguerd,0.1,False,,a,19,21,0,0,0,0,0,0.0,0.0,N.Aguerd,145.0,2022-06-21,1996-03-30,False,p210494,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,501,207,496,206,475,205,501,207,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,402,94,173,114,504,207,473,184,0.0,0.0,0.0,21,0,,19,0,West Ham,0,0,0,WHU,3,,False,0,1100,1100,1100,1100,1100,1100,25,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
630,True,True,,,462116,0,0,0,0,0,2,2.4,,0,Jean-Clair,0.0,609,False,,,45,462116.jpg,2.0,False,Todibo,0.1,False,,a,19,21,54,0,0,0,0,0.0,12.0,Todibo,73.0,2025-07-01,1999-12-30,False,p462116,1824,0,0,5,33,0,0,0,3,0,0,1,233,373.0,37.1,35.0,44.5,0,0,0,168,20,0.36,0.06,0.42,29.86,169,58,297,110,277,99,249,80,,,,,,,0.02,0.0,0.0,0.02,1.47,1.63,451,122,222,142,244,87,460,177,0.99,0.25,8.29,21,0,,19,0,West Ham,0,0,0,WHU,3,,False,0,1100,1100,1100,1100,1100,1100,25,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
